720497	01
720497	01
720497	01
1075211	06
1075211	12
1075211	17
1075211	09
1075211	15
1075211	10
1075211	14
1075211	10
1075211	12
1075211	20
1075211	15
1075211	08
1075211	08
1075211	09
1075211	16
1075211	13
1075211	12
1075211	04
1075211	07
1075211	15
1075211	09
1075211	11
1075211	06
1075211	05
1075211	11
1075211	08
1075211	11
1075211	03
1075211	07
1139496	06
1139496	13
1139496	04
1139496	04
1139496	15
1139496	13
1139496	13
1139496	04
1139496	06
1139496	09
1139496	09
1139496	11
1139496	04
1139496	06
1139496	05
1139496	08
1139496	04
1139496	03
1139496	03
1139496	03
961661	05
961661	07
961661	10
670460	16
670460	16
107685	14
107685	21
107685	14
107685	18
107685	21
107685	21
107685	14
107685	18
236055	11
120328	07
787586	21
1351378	21
1351378	22
1351378	14
1351378	12
1351378	16
1351378	11
1351378	12
1351378	25
1351378	11
1203683	14
1203683	15
1203683	28
1203683	13
1203683	14
1203683	15
1203683	19
1203683	19
1203683	14
1203683	27
1203683	13
1203683	21
1203683	17
1203683	20
1203683	11
1203683	29
1203683	27
1203683	14
1203683	30
1203683	19
1203683	27
1203683	27
1203683	22
1203683	26
1203683	12
1203683	16
1281458	13
1281458	13
1281458	29
1281458	13
1281458	29
1281458	27
1281458	29
1281458	13
1281458	13
1281458	13
1281458	28
1281458	13
761723	28
761723	14
1006111	14
369576	14
544757	18
544757	28
544757	16
231445	17
231445	16
231445	15
497710	18
1283828	20
411715	21
411715	30
411715	23
411715	23
411715	23
174353	27
174353	27
174353	27
174353	27
174353	28
174353	27
174353	28
174353	27
174353	27
174353	27
134052	23
134052	24
1328082	23
148233	23
219758	25
206282	28
1300339	30
1300339	28
1300339	29
1300339	30
1300339	29
1300339	30
1300339	28
1300339	30
1300339	28
1300339	30
1300339	28
1300339	29
1300339	30
1300339	29
1300339	28
1300339	29
677278	30
1153754	28
1153754	28
1028138	04
1028138	04
1028138	04
578102	10
578102	07
660602	23
901455	09
901455	09
901455	21
901455	21
901455	24
901455	07
548323	08
45988	09
45988	09
27450	11
836916	11
711163	12
711163	12
711163	12
267130	26
267130	26
794512	16
794512	16
794512	15
794512	15
546527	18
946253	24
946253	29
946253	29
946253	26
946253	30
946253	28
946253	29
946253	24
946253	29
946253	24
946253	30
946253	27
946253	24
946253	27
946253	29
946253	23
946253	23
946253	28
946253	22
946253	26
946253	28
946253	25
946253	29
946253	25
946253	22
946253	26
946253	26
946253	29
946253	24
946253	25
946253	23
946253	25
946253	27
946253	27
946253	27
829134	18
829134	18
1226062	20
1226062	18
1226062	26
1226062	18
1226062	30
1226062	20
1226062	21
1226062	18
1226062	22
1226062	18
1226062	19
1226062	26
615145	20
615145	20
1314625	28
1314625	28
933921	20
933921	16
933921	20
933921	29
933921	16
933921	15
933921	15
933921	15
933921	16
933921	29
933921	24
933921	16
933921	15
933921	15
933921	14
933921	16
933921	20
933921	14
933921	20
933921	14
933921	29
861355	03
861355	03
861355	02
861355	19
861355	27
861355	17
861355	27
861355	02
861355	16
1162303	03
1162303	15
1162303	03
545943	05
545943	04
545943	04
545943	04
545943	09
256577	09
256577	06
256577	06
479412	21
479412	21
479412	10
479412	11
479412	11
479412	10
479412	11
479412	09
479412	09
479412	09
479412	10
479412	25
479412	11
479412	25
916621	23
916621	23
916621	23
916621	23
916621	30
916621	27
916621	28
916621	23
916621	23
916621	30
916621	14
916621	23
916621	23
916621	28
916621	14
916621	27
916621	14
916621	14
916621	23
916621	30
1172903	10
1172903	15
1302487	07
1302487	07
1302487	08
1302487	07
1302487	08
1302487	07
1302487	07
1302487	07
1302487	07
1150835	08
1150835	08
1150835	09
1150835	08
1150835	08
1150835	08
361233	27
361233	09
361233	28
361233	26
361233	26
274403	30
274403	23
274403	20
274403	21
274403	20
274403	26
274403	30
274403	19
274403	28
274403	20
274403	20
274403	20
274403	30
274403	30
274403	30
1255956	23
1255956	22
495357	15
495357	21
495357	15
495357	15
495357	15
495357	17
495357	16
495357	15
495357	15
495357	15
495357	15
495357	15
934636	13
934636	13
934636	13
934636	14
934636	14
934636	13
934636	13
934636	13
934636	13
85106	17
85106	17
85106	17
85106	17
521477	30
1117935	15
755873	18
755873	18
323766	29
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
280292	18
595752	20
595752	20
439932	23
439932	23
439932	23
488444	27
488444	29
488444	30
896947	22
475543	26
1297966	22
1297966	25
291174	23
291174	27
291174	27
291174	23
291174	27
291174	23
291174	23
291174	22
291174	22
291174	23
1332016	23
1332016	23
1332016	23
1332016	23
1151224	25
1151224	25
1336843	27
549642	26
549642	30
549642	30
584568	26
1206248	28
1206248	27
1206248	30
1206248	27
538392	27
206723	27
1133267	30
1133267	30
1133267	30
989417	29
727668	07
727668	13
727668	03
727668	19
727668	03
727668	20
467427	03
467427	03
467427	29
1259463	16
1259463	29
1259463	07
1259463	04
1259463	26
1259463	26
727432	06
727432	06
727432	06
727432	29
1266689	29
911040	18
1119572	10
1119572	12
350380	11
350380	11
350380	11
20394	28
63813	17
639637	29
639637	30
185112	24
371330	28
371330	18
371330	19
371330	21
371330	24
371330	20
371330	22
371330	20
371330	19
129958	29
1279058	21
1119683	21
410176	21
410176	22
410176	22
410176	21
724457	22
724457	22
724457	22
724457	22
724457	23
724457	26
1293815	23
216604	24
39078	25
1309614	25
1325161	27
1325161	27
1325161	27
1114448	30
845789	30
516830	01
773073	01
824872	12
205686	10
205686	21
205686	06
205686	06
205686	21
205686	06
205686	07
845180	06
845180	06
638510	21
638510	04
638510	04
638510	04
638510	04
638510	21
638510	05
638510	04
1133993	13
1133993	13
1133993	13
742489	05
742489	06
742489	05
742489	05
742489	05
424718	06
1014144	07
1014144	22
687549	07
687549	07
687549	07
687549	10
1103127	10
591689	10
337343	10
337343	11
1085138	21
297540	13
297540	13
297540	13
297540	13
297540	13
297540	15
297540	15
1333472	18
1333472	22
1333472	23
1333472	21
1333472	15
1333472	18
1333472	20
1333472	15
1333472	16
1333472	17
1333472	18
689946	14
670378	15
670378	16
670378	16
670378	16
670378	15
670378	15
670378	15
670378	16
670378	16
670378	15
670378	15
670378	16
670378	16
670378	15
670378	16
670378	15
670378	16
670378	16
670378	15
670378	16
670378	15
670378	16
670378	15
670378	15
670378	15
670378	16
670378	16
670378	16
637549	16
476559	18
926935	23
926935	25
926935	25
926935	21
926935	25
926935	21
926935	23
926935	22
926935	21
916719	23
916719	23
554666	22
554666	21
554666	22
554666	22
554666	22
554666	22
554666	22
554666	21
554666	21
554666	22
554666	22
554666	22
554666	22
554666	21
554666	21
554666	21
554666	21
705433	27
403903	23
637551	25
1230113	27
1230113	27
1230113	27
1051114	27
536882	29
817902	29
817902	30
817902	29
784321	30
114853	30
114853	30
114853	30
114853	30
499398	03
499398	23
499398	06
499398	02
320571	03
579945	05
579945	05
579945	12
579945	07
579945	09
579945	12
579945	08
579945	09
414098	06
414098	14
483056	06
276756	08
276756	23
276756	14
276756	23
276756	09
832418	13
527763	09
386518	11
245494	14
245494	14
245494	13
245494	12
245494	13
1124172	28
1124172	28
1124172	28
1124172	14
1317886	29
1317886	13
1317886	27
1317886	21
1317886	19
1317886	25
1317886	25
1317886	22
1317886	29
1317886	19
1317886	23
1317886	23
1317886	25
1317886	20
1317886	22
1317886	20
1317886	23
1317886	26
1317886	26
1317886	30
1317886	22
1317886	23
1317886	19
1317886	21
1317886	22
1317886	28
1317886	13
1317886	24
1317886	29
1317886	26
1317886	20
1317886	19
1317886	19
1317886	19
1317886	22
1317886	28
1317886	22
1317886	28
1317886	26
1317886	29
1317886	19
1317886	21
1317886	13
1317886	19
1317886	19
1317886	22
1317886	19
1317886	21
1317886	20
1317886	29
1317886	20
65221	14
65221	14
202252	14
409521	14
224832	16
1362746	17
1362746	17
1362746	24
1362746	30
1362746	17
1362746	30
